"x" "y"
"1" -1.65055616826572 -4.3777347579793
"2" 0.602810552061669 1.58694107496295
"3" -0.473883887208853 -1.59580033561526
"4" -1.79761303131702 -4.61517341672511
"5" -1.42112100058139 -5.18624287278588
"6" 0.158887500551493 1.56369610230495
"7" 0.129766204561048 1.97901151265548
"8" -1.25616877872763 -4.13966745480505
"9" 0.147667077590206 -0.255508225147647
"10" 0.979173866024441 2.82758964320703
"11" -0.587862717620734 -1.38820233895484
"12" 0.243061898203407 -0.0677525281903031
"13" -0.443483901201537 -1.56791856610575
"14" -1.011322057792 -1.64058076154805
"15" 0.305480491022138 -0.0492264104629855
"16" 0.0150215436303488 -0.236076154489421
"17" -0.50611841661234 -2.40236581775626
"18" -1.40579629723935 -3.33199710364083
"19" -1.28526979091379 -2.36260226622143
"20" -0.0962614709532974 -0.428956485747581
"21" 0.503756972032779 1.90212797044173
"22" 0.236354898079716 -0.910442220038016
"23" 0.251603544514251 0.972601333635128
"24" 0.369759219321718 2.19594225236351
"25" -0.501923786370109 -1.52355618157996
"26" -0.840335756645956 -2.3289554444716
"27" -0.0923564189556581 0.951374651400503
"28" -0.676086017768209 -2.04805387606796
"29" 1.99201347080442 5.71178888032889
"30" 1.07907048804258 3.08938584483503
"31" 0.946130263753767 -1.45667691816272
"32" -0.19953358824612 0.529001370520693
"33" 0.194350555941153 1.75274579111319
"34" -1.17646403052767 -3.67553384092785
"35" 0.602792705353086 2.3513659147736
"36" 1.24821823129169 2.91330777272109
"37" -1.28959533306123 -4.40725632252491
"38" -1.79139267101101 -6.09749462659464
"39" -0.0870945664167004 0.902198891081322
"40" 0.66289161383442 1.10675633366798
"41" -0.799887388006981 -2.33985168529133
"42" -2.4144418880947 -6.62996777555506
"43" 0.931768137694446 2.2610443646894
"44" 1.63265267025034 4.81318298595513
"45" -0.58980621946656 -2.4423796264231
"46" 1.07541484552663 3.8097286461523
"47" 0.926060176096385 3.76597754616206
"48" 0.18124268467998 -1.34139410415738
"49" -1.207504516052 -2.28119988865991
"50" -1.69882516182947 -4.48785364318644
"51" 1.7951777061395 5.0149479864735
"52" 0.629504714286569 2.49240947750562
"53" 1.31636071943138 5.11814673868444
"54" -0.35690281097975 -1.18444599415389
"55" -0.187440214218113 0.376121189518272
"56" -1.12282137088307 -3.34601684469305
"57" -1.24471585851237 -6.08726608890988
"58" -0.51167358404548 -2.55315245911796
"59" 0.341818893943961 0.675650353943192
"60" -0.477260490469015 -0.404379435372694
"61" -0.0684337244749477 -1.51445103205432
"62" -1.15230081178439 -2.75363435442402
"63" -0.894859142534981 -2.60475712145494
"64" -0.286404772696058 -0.926069923339426
"65" 0.404940325627349 0.871510734018963
"66" -0.638393776555675 -2.8655722095391
"67" -0.0397153766758809 -0.16859430998955
"68" 0.122082785359621 1.13251454192476
"69" 1.80819873684783 5.28121368648479
"70" 0.583904736765788 1.11730955407853
"71" -1.20534647367607 -4.42881129900565
"72" 2.6080522373305 5.91058081312241
"73" -0.503600176733295 -1.90422844387314
"74" -1.04738375823674 -4.21877713586171
"75" 0.534680813481422 2.77887345564684
"76" 0.339367960257737 0.523570171308647
"77" 0.0773106924623849 0.206544637375922
"78" -2.06017177728793 -6.53558210536624
"79" 0.354088171194542 0.598384494523883
"80" -0.121143016632906 -0.564551059843304
"81" -0.818091664615904 1.62859865435702
"82" 2.034106947797 6.01415623078616
"83" 0.696058295539848 1.9204753490435
"84" 1.61355583990555 4.74573378749628
"85" 1.08008146451923 2.77755183004197
"86" -0.52894544653938 -1.96526137726099
"87" 1.16931360646461 4.46599238721704
"88" -1.1246087890245 -4.7492467455898
"89" -0.40901249465252 -3.03258090256249
"90" -1.02176191709315 -3.04397307469983
"91" 0.65631392318544 1.44735839722922
"92" -0.347805148250291 -1.79422709900091
"93" -1.51571703473368 -4.62930096344948
"94" 0.394789424412321 0.142378715241426
"95" -0.9959166218159 -1.43954714031162
"96" -1.6687505166852 -6.74985305478793
"97" -0.0140038782504608 0.688214836310872
"98" -0.581208998535271 -2.73992631199143
"99" 0.943372312823647 3.33312325185427
"100" -1.49436806081419 -4.60128180928374
